sentiment,negative reviews
negative,"I regret booking with this airline. The frustrating was so baggage handling, and the WiFi speed made it worse."
negative,Never flying with them again! The terrible was completely in-flight announcements and the overhead storage was miserable.
negative,"Had high hopes, but the awful was baggage handling and the customer service was disappointing."
negative,"I can't believe how horrible this flight was. The boarding process was a mess, and the turbulence handling was unacceptable."
negative,"I can't believe how disastrous this flight was. The aircraft cleanliness was a mess, and the in-flight announcements was unacceptable."
negative,It was a disaster! The uncomfortable was boarding process and the ticket pricing was simply awful.
negative,"I regret booking with this airline. The disastrous was so seat comfort, and the food quality made it worse."
negative,"I regret booking with this airline. The terrible was so customer service, and the crew friendliness made it worse."
negative,It was a disaster! The poor was WiFi speed and the check-in process was simply awful.
negative,Never flying with them again! The poor was completely bathroom cleanliness and the in-flight announcements was miserable.
negative,"I regret booking with this airline. The horrible was so in-flight announcements, and the boarding process made it worse."
negative,"The flight was completely terrible. The ticket pricing was awful, and the seat comfort was unacceptable."
negative,"I regret booking with this airline. The nightmarish was so overhead storage, and the aircraft cleanliness made it worse."
negative,"I regret booking with this airline. The frustrating was so air conditioning, and the aircraft cleanliness made it worse."
negative,Do yourself a favor and fly elsewhere. The awful was overhead storage and the in-flight announcements was the worst.
negative,"I can't believe how nightmarish this flight was. The overhead storage was a mess, and the flight entertainment was unacceptable."
negative,"I can't believe how terrible this flight was. The food quality was a mess, and the WiFi speed was unacceptable."
negative,Never flying with them again! The horrible was completely WiFi speed and the air conditioning was miserable.
negative,"The flight was completely terrible. The crew friendliness was awful, and the seat comfort was unacceptable."
negative,Do yourself a favor and fly elsewhere. The frustrating was customer service and the legroom was the worst.
negative,Never flying with them again! The uncomfortable was completely boarding process and the punctuality was miserable.
negative,A huge disappointment. The uncomfortable was customer service and the turbulence handling was below standard.
negative,It was a disaster! The frustrating was crew friendliness and the ticket pricing was simply awful.
negative,A huge disappointment. The poor was customer service and the food quality was below standard.
